NCTId,Sponsor,Locations
NCT00099294,Threshold Pharmaceuticals,"Fundacao Pio XII - Hospital de Cancer de Barretos, Barretos, Brazil; Fundação Pio XII - Hospital de Câncer de Barretos, Barretos, Brazil; Hospital Vera Cruz - Clinica de Oncologia, Belo Horizonte, Brazil; Hospital Luxemburgo, Belo Horizonte, Brazil; Hospital de Clínicas da UFPR, Curitiba, Brazil; Associacao de Combate ao Cancer em Goias, Hospital Araujo Jorge, Setor de Oncologia Clinica, Goiânia, Brazil; Hospital Nossa Senhora da Conceicao, Porto Alegre, Brazil; Instituto Nacional do Cancer - INCA, Rio de Janeiro, Brazil; Grupo Paulista Oncologia Integrada, São Paulo, Brazil; Clinica de Oncologia Medica S/C Ltda, São Paulo, Brazil; Hospital do Cancer - AC Camargo, São Paulo, Brazil"
NCT03572166,"University Hospital, Basel, Switzerland","Hospital das clinicas Minas Gerais, Belo Horizonte, Brazil"
NCT05774951,AstraZeneca,"Research Site, Alfenas, Brazil; Research Site, Barretos, Brazil; Research Site, Belo Horizonte, Brazil; Research Site, Belo Horizonte, Brazil; Research Site, Brasília, Brazil; Research Site, Brasília, Brazil; Research Site, Chapecó, Brazil; Research Site, Cuiabá, Brazil; Research Site, Curitiba, Brazil; Research Site, Curitiba, Brazil; Research Site, Fortaleza, Brazil; Research Site, Fortaleza, Brazil; Research Site, Lajeado, Brazil; Research Site, Londrina, Brazil; Research Site, Natal, Brazil; Research Site, Niterói, Brazil; Research Site, Piracicaba, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Pouso Alegre, Brazil; Research Site, Recife, Brazil; Research Site, Ribeirão Preto, Brazil; Research Site, Rio de Janeiro, Brazil; Research Site, Rio de Janeiro, Brazil; Research Site, Rio de Janeiro, Brazil; Research Site, Salvador, Brazil; Research Site, Salvador, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, Taubaté, Brazil; Research Site, Três Lagoas, Brazil; Research Site, Vitória, Brazil"
NCT06345729,Merck Sharp & Dohme LLC,"Hospital Mario Penna ( Site 0436), Belo Horizonte, Brazil; Hospital de Câncer de Recife ( Site 0447), Recife, Brazil; Oncoclínica Oncologistas Associados ( Site 0441), Teresina, Brazil; Liga Norte Riograndense Contra o Câncer ( Site 0439), Natal, Brazil; Irmandade da Santa Casa de Misericórdia de Porto Alegre-Centro Multidisciplinar de Pesquisa Clínica ( Site 0435), Porto Alegre, Brazil; Fundação Pio XII - Hospital de Câncer de Barretos-Unidade de Pesquisa Clínica ( Site 0437), Barretos, Brazil; Instituto Nacional de Câncer - INCA ( Site 0446), Rio de Janeiro, Brazil; Americas ( Site 0431), Rio de Janeiro, Brazil"
NCT00545688,Hoffmann-La Roche,"Hospital de Caridade de Ijui; Oncologia, Ijuí, Brazil; Hospital Nossa Senhora da Conceicao, Porto Alegre, Brazil; Clinica de Neoplasias Litoral, Itajaí, Brazil; Hospital Amaral Carvalho, Jaú, Brazil; Faculdade de Medicina do ABC - FMABC; Oncologia e Hematologia, Santo André, Brazil; Instituto do Cancer Arnaldo Vieira de Carvalho - ICAVC; Pesquisa Clinica, São Paulo, Brazil; Hospital Perola Byington, São Paulo, Brazil; Inst. Brasileiro de Controle Ao Cancer; Oncologia Clinica / Quimioterapia, São Paulo, Brazil; Instituto de Oncologia de Sorocaba - CEPOS, Sorocaba, Brazil"
NCT06204627,University of Sao Paulo General Hospital,"Universidade de São Paulo, São Paulo, Brazil"
NCT00952354,University of Sao Paulo,"University of Sao Paulo - School of Medicine - Department of Physiotherapy, Communication Sciences and Disorders, Occupational Therapy, São Paulo, Brazil"
NCT04226794,Hospital de Clinicas de Porto Alegre,"Hospital de Clinicas de Porto Alegre, Porto Alegre, Brazil"
NCT06841354,Merck Sharp & Dohme LLC,"Hospital de Câncer de Recife ( Site 2300), Recife, Brazil; Liga Norte Riograndense Contra o Cancer ( Site 2310), Natal, Brazil; Fundacao Pio XII - Hospital de Cancer de Barretos ( Site 2307), Barretos, Brazil; Fundação Faculdade Regional de Medicina de São José do Rio Preto ( Site 2301), São Jose Do Rio Preto, Brazil"
NCT02149394,Universidade Estadual de Londrina,"University hospital - State University of Londrina, Londrina, Brazil"
NCT00798681,Fernandes Tavora Hospital,"Fernandes Tavora Hospital, Fortaleza, Brazil; Hospital Santa Luzia, Brasília, Brazil; Hospital da Polícia Militar, Rio de Janeiro, Brazil; Hospital Samaritano, Rio de Janeiro, Brazil; Hospital Bandeirantes, São Paulo, Brazil"
NCT02467673,University Potiguar,"Gynelogical Center, Fortaleza, Brazil; University Potiguar, Natal, Brazil; Marco Botelho, São Paulo, Brazil"
NCT01842854,Hospital Sao Rafael,"Hospital São Rafael, Salvador, Brazil"
NCT06250556,University of Sao Paulo,"School of Medicine of the University of Sao Paulo, São Paulo, Brazil; School of Medicine, University of Sao Paulo, São Paulo, Brazil"
NCT01345929,"Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",", Belo Horizonte, Brazil; , Porto Alegre, Brazil; , Joinville, Brazil; , Campinas, Brazil; , Sao Jose de Rio Preto, Brazil; , Rio de Janeiro, Brazil; , São Paulo, Brazil"
NCT03756441,Centro Mente Aberta de Mindfulness,"Centro Mente Aberta de Mindfulness e Promoção de Saúde, São Paulo, Brazil"
NCT06812494,National Institute of Allergy and Infectious Diseases (NIAID),"Instituto de Pesquisa Clinica Evandro Chagas (IPEC) CRS, Rio de Janeiro, Brazil"
NCT04611594,Hospital de Clinicas de Porto Alegre,"Hospital de Clínicas de Porto Alegre, Porto Alegre, Brazil"
NCT02339194,Universidade Federal do Ceara,"Dental School of Federal University of Ceara, Fortaleza, Brazil"
NCT04877522,Novartis Pharmaceuticals,"Novartis Investigative Site, Rio de Janeiro, Brazil; Novartis Investigative Site, São Paulo, Brazil; Novartis Investigative Site, São Paulo, Brazil"
NCT03087422,Samanta Winck Madruga,"Federal University of Pelotas, Pelotas, Brazil"
NCT02979522,Takeda,"Hospital Sao Rafael S/A, Salvador, Brazil; Jardim das Americas, Paranã, Brazil; INCA - Instituto Nacional de Cancer, Rio de Janeiro, Brazil; GRAACC - Grupo de Apoio ao Adolescente e a Crianca com Cancer, São Paulo, Brazil; ICr - Instituto da Crianca - HCFMUSP, São Paulo, Brazil; Hospital Santa Marcelina, São Paulo, Brazil"
NCT04262466,Immunocore Ltd,"Hospital Nossa Senhora da Conceicao, Porto Alegre, Brazil; D'Or Institute for Research and Education, Rio de Janeiro, Brazil; National Cancer Institute, Rio de Janeiro, Brazil; Hospital Israelita Albert Einstein, São Paulo, Brazil"
NCT05040022,Pontificia Universidade Catolica de Sao Paulo,"Eduardo T Moro, Araçoiaba da Serra, Brazil"
NCT02089022,University of Sao Paulo,"Rehabilitation Center HCRP, FMRP-USP, Ribeirão Preto, Brazil"
NCT05948722,Universidade Federal de Santa Maria,"Carlos Heitor Moreira, Santa Maria, Brazil"
NCT03318029,University of Surrey,"Federal University of Goiás, Goiânia, Brazil"
NCT05405166,Sanofi,"NOHC - Nucleo de Oncologia e Hematologia do Ceara- Site Number : 0760006, Fortaleza, Brazil; OC ONCOCLINICAS MULTIHEMO ILHA DO LEITE Site Number : 0760007, Recife, Brazil; CHN - Complexo Hospitalar de Niteroi Site Number : 0760008, Niterói, Brazil; Hospital Mae de Deus Site Number : 0760003, Porto Alegre, Brazil; Clínica São Germano- Site Number : 0760001, São Paulo, Brazil; Instituto COI de Educacao e Pesquisa- Site Number : 0760004, Rio de Janeiro, Brazil"
NCT00932802,Bayer,", Many Locations, Brazil"
NCT05113251,AstraZeneca,"Research Site, Goiânia, Brazil; Research Site, Ijuí, Brazil; Research Site, Natal, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil"
NCT02568722,Unity Health Toronto,"Hospital de Clínicas de Porto Alegre - Rio Grande do Sul, Rio Branco, Brazil"
NCT01094353,Federal University of São Paulo,"Federal University of São Paulo, São Paulo, Brazil"
NCT03528356,Federal University of Pelotas,"Federal Univeristy of Pelotas, Pelotas, Brazil"
NCT05808387,InCor Heart Institute,"INCOR- Heart Institute, São Paulo, Brazil"
NCT04396106,"Atea Pharmaceuticals, Inc.","Atea Study Site, Belo Horizonte, Brazil; Atea Study Site, Brasília, Brazil; Atea Study Site, Campo Largo, Brazil; Atea Study Site, Porto Alegre, Brazil; Atea Study Site, São Paulo, Brazil"
NCT05822193,Inova Medical,"Inova Medical, Cachoeirinha, Brazil"
NCT04480593,D'Or Institute for Research and Education,"Hospital Sao Rafael, Salvador, Brazil"
NCT01242514,AstraZeneca,"Research Site, Goiânia, Brazil; Research Site, Curitiba, Brazil; Research Site, Recife, Brazil; Research Site, São Paulo, Brazil; Research Site, Rio de Janeiro, Brazil"
NCT01290887,"Teva Branded Pharmaceutical Products R&D, Inc.","Teva Investigational Site 146, Belo Horizonte, Brazil; Teva Investigational Site 150, Florianópolis, Brazil; Teva Investigational Site 140, Porto Alegre, Brazil; Teva Investigational Site 144, Porto Alegre, Brazil; Teva Investigational Site 147, Porto Alegre - RS, Brazil; Teva Investigational Site 143, Porto Alegre, RS, Brazil; Teva Investigational Site 142, Santo André, Brazil"
NCT01217606,Allergan,", São Paulo, Brazil"
NCT03110406,Universidade Federal de Pernambuco,"Universidade Federal de Pernambuco, Recife, Brazil"
NCT01515163,University of Sao Paulo,"University of Sao Paulo, São Paulo, Brazil"
NCT01600963,Janssen Infectious Diseases BVBA,", Porto Alegre, Brazil; , Rio de Janeiro, Brazil; , São Paulo, Brazil"
NCT04017663,Universidade Estadual Paulista Júlio de Mesquita Filho,"Unesp, Presidente Prudente, Brazil"
NCT01155804,Center for Research on Reproductive Health of Campinas,"Centro de Atençao Integral a Saude da Mulher CAISM, Campinas, Brazil"
NCT04667234,Amgen,"Hospital Sirio Libanes, Brasília, Brazil; Personal Oncologia de Precisao e Personalizada, Belo Horizonte, Brazil; Instituto de Oncologia do Parana, Curitiba, Brazil; Liga Norte-Riograndense Contra O Cancer, Natal, Brazil; YNOVA Pesquisa Clinica, Florianópolis, Brazil; Fundacao Pio 12 Hospital de Cancer de Barretos, Barretos, Brazil; Oncoclinicas Rio de Janeiro S A, Rio de Janeiro/RJ, Brazil"
NCT01233934,Mantecorp Industria Quimica e Farmaceutica Ltd.,"Medcin Instituto da Pele Ltda., Osasco, Brazil"
NCT02736864,Federal University of Uberlandia,"Clinical Hospital of Federal University of Uberlândia (Av. Pará, 1720 - Umuarama), Uberlândia, Brazil"
NCT05558098,Hospital Israelita Albert Einstein,"Hospital de Emergência Dr. Daniel Houly, Arapiraca, Brazil; Hospital e Maternidade São José, Colatina, Brazil; Instituto de Ensino e Pesquisa do Hospital da Bahia, Salvador, Brazil; Hospital Brasilia, Brasília, Brazil; Hospital Municipal de Aparecida de Goiânia, Aparecida de Goiânia, Brazil; Hospital Santa Lucia, Poços de Caldas, Brazil; Hospital das Nações, Curitiba, Brazil; Hospital Ecoville - Instituto de Neurologia de Curitiba, Curitiba, Brazil; Hospital São Vicente de Paulo, Passo Fundo, Brazil; Hospital Nossa Senhora da Oliveira, Vacaria, Brazil; Hospital Baia Sul, Florianópolis, Brazil; Centro de Pesquisa Clínica do Coração, Aracaju, Brazil; Hospital de Amor de Barretos, Barretos, Brazil; Fundação Faculdade Regional de Medicina de São José do Rio Preto, São José do Rio Preto, Brazil; Hospital Nove de Julho, São Paulo, Brazil; Santa Casa de Barretos, Barretos, Brazil; Santa Casa de Curitiba, Curitiba, Brazil; Hospital de Amor de Jales, Jales, Brazil; Unimed Joinville, Joinville, Brazil; Hospital São Lucas de Copacabana, Rio de Janeiro, Brazil; Hospital Municipal Vila Santa Catarina, São Paulo, Brazil; Hospital M´Boi Mirim, São Paulo, Brazil; Hospital Santa Paula, São Paulo, Brazil"
NCT02296138,Boehringer Ingelheim,"1237.19.55007 Boehringer Ingelheim Investigational Site, Belo Horizonte, Brazil; 1237.19.55013 Boehringer Ingelheim Investigational Site, Botucatu, Brazil; 1237.19.55011 Boehringer Ingelheim Investigational Site, Goiânia, Brazil; 1237.19.55002 Boehringer Ingelheim Investigational Site, Porto Alegre, Brazil; 1237.19.55006 Boehringer Ingelheim Investigational Site, Porto Alegre, Brazil; 1237.19.55010 Boehringer Ingelheim Investigational Site, Porto Alegre, Brazil; 1237.19.55012 Boehringer Ingelheim Investigational Site, Porto Alegre, Brazil; 1237.19.55014 Boehringer Ingelheim Investigational Site, Santo André, Brazil; 1237.19.55001 Boehringer Ingelheim Investigational Site, São Paulo, Brazil; 1237.19.55005 Boehringer Ingelheim Investigational Site, São Paulo, Brazil; 1237.19.55008 Boehringer Ingelheim Investigational Site, São Paulo, Brazil; 1237.19.55009 Boehringer Ingelheim Investigational Site, Vitória, Brazil"
NCT01032915,Novartis Pharmaceuticals,"Novartis Investigative Site, São Paulo, Brazil; Novartis Investigative Site, São Paulo, Brazil; Novartis Investigative Site, Rio de Janeiro, Brazil; Novartis Investigative Site, São Paulo, Brazil; Novartis Investigative Site, São Paulo, Brazil"
NCT04168125,University of Sao Paulo,"Bauru School of Dentistry, Bauru, Brazil"
NCT02540993,Bayer,", Fortaleza, Brazil; , Fortaleza, Brazil; , Fortaleza, Brazil; , Feira de Santana, Brazil; , Salvador, Brazil; , Brasília, Brazil; , Aparecida de Goiânia, Brazil; , Goiânia, Brazil; , Juiz de Fora, Brazil; , Curitiba, Brazil; , Curitiba, Brazil; , Curitiba, Brazil; , Paraná, Brazil; , Porto Alegre, Brazil; , Porto Alegre, Brazil; , Santo André, Brazil; , São José do Rio Preto, Brazil; , São José dos Campos, Brazil; , São Paulo, Brazil; , Minas Gerais, Brazil; , Rio de Janeiro, Brazil; , Rio de Janeiro, Brazil; , São Paulo, Brazil; , São Paulo, Brazil; , São Paulo, Brazil"
NCT00022516,ETOP IBCSG Partners Foundation,"Hospital de Clinicas de Porto Alegre, Porto Alegre, Brazil"
NCT05529316,Agenus Inc.,"Oncosite - Centro de Pesquisa Clinica Em Oncologia, Ijuí, Brazil; Centro de Pesquisas Clinicas da Fundação Doutor Amaral Carvalho, Jaú, Brazil; Centro Gaucho Integrado de Oncologia, Hematologia, Ensino e Pesquisa, Porto Alegre, Brazil; INCA II - Instituto Nacional de Cancer Jose Alencar Gomes da Silva, Rio de Janeiro, Brazil; Hospital Sirio Libanes, São Paulo, Brazil; Real e Benemerita Associaçao Portuguesa de Beneficencia - A Beneficencia Portuguesa de Sao Paulo, São Paulo, Brazil; Hospital A.C. Camargo Cancer Center, São Paulo, Brazil"
NCT02231216,Hospital de Clinicas de Porto Alegre,"Hospital de Clínicas de Porto Alegre, Porto Alegre, Brazil"
NCT02369016,Bayer,", Jaú, Brazil; , São Paulo, Brazil; , São Paulo, Brazil"
NCT04605016,Universidade Federal de Goias,"Faculty of Dentistry of the Federal University of Goias, Goiânia, Brazil"
NCT02117193,Federal University of Rio Grande do Sul,"Exercise Research Laboratory, Porto Alegre, Brazil"
NCT06790693,Hoffmann-La Roche,"Crio - Centro Regional Integrado de Oncologia, Fortaleza, Brazil; Hospital Santa Rita de Cassia Vitoria, Vitória, Brazil; Obras Sociais Irma Dulce - Osid, Salvador, Brazil; Hospital Araujo Jorge, Goiânia, Brazil; Centro de Oncologia de Alfenas, Alfenas, Brazil; Hospital do Câncer de Londrina, Londrina, Brazil; Hospital do Cancer de Pernambuco - HCP, Recife, Brazil; Vencer Oncoclínica - Centro de Pesquisa do Piauí, Teresina, Brazil; Santa Casa de Misericordia de Porto Alegre, Porto Alegre, Brazil; Hospital de Cancer de Barretos, Barretos, Brazil; Instituto do Cancer do Estado de Sao Paulo - ICESP, São Paulo, Brazil; Clinica de Pesquisa e Centro de Estudos em Oncologia Ginecologica e Mamaria Ltda, São Paulo, Brazil; Instituto Nacional de Cancer - INCa, Rio de Janeiro, Brazil"
NCT04771416,"Passage Bio, Inc.","Hospital De Clinicas De Porto Alegre, Porto Alegre, Brazil"
NCT00929175,Hospital de Clinicas de Porto Alegre,"Hospital de Clinicas de Porto Alegre, Porto Alegre, Brazil"
NCT05629130,University of Sao Paulo General Hospital,"Instituto de Ortopedia e Traumatologia do Hospital das Clinicas da Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil"
NCT00933699,Sanofi,"Sanofi-Aventis Administrative Office, São Paulo, Brazil"
NCT01753193,MedImmune LLC,"Research Site, Rio de Janeiro, Brazil; Research Site, São Paulo, Brazil"
NCT02375906,"HepNet Study House, German Liverfoundation","Centro de Pesquisa em Medicina Tropical, Rondônia, Brazil"
NCT04199104,Merck Sharp & Dohme LLC,"Oncocentro Ceara ( Site 0412), Fortaleza, Brazil; Fundacao Sao Francisco Xavier ( Site 0409), Ipatinga, Brazil; ELO Pesquisa Clinica ( Site 0405), Maringá, Brazil; Hospital de Passo Fundo ( Site 0401), Passo Fundo, Brazil; Clinica LACKS ( Site 0402), Pelotas, Brazil; Hospital Nossa Senhora da Conceição-Centro Integrado de Pesquisa em Oncologia ( Site 0414), Porto Alegre, Brazil; A.C. Camargo Cancer Center ( Site 0407), São Paulo, Brazil"
NCT02435433,Eli Lilly and Company,"Fundação PIO XII, Barretos, Brazil; ""For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician."", Barretos, Brazil; Cenantron - Centro Avançado de Tratamento Oncológico, Belo Horizonte, Brazil; Associação Hospital de Caridade Ijuí, Ijuí, Brazil; For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Porto Alegre, Brazil; For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., São Paulo, Brazil"
