CNES,NOMEFANT
76591049000802,LIGA PARANAENSE DE COMBATE AO CANCER
76591569000130,ASSOCIACAO HOSPITALAR DE PROTECAO A INFANCIA DR RAUL CARNEIR
76610690000162,PEQUENO COTOLENGO DO PARANA DOM ORIONE
76610690000243,PEQUENO COTOLENGO DO PARANA DOM ORIONE
76613835000189,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA
76613835000260,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA
76613835000774,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA
76613835001231,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA
76613835001312,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA
76659820000232,ASSOCIACAO PARANAENSE DE CULTURA APC
76659820002367,ASSOCIACAO PARANAENSE DE CULTURA APC
76683986000294,INSTITUTO DE SAUDE DO PARANAHOSPITAL OSWALDO CRUZ
76683986000707,HOSPITAL COLONIA ADAUTO BOTELHO
76683986000880,HOSPITAL DE DERMATOLOGIA SANITARIA DO PARANA
76683986001428,INSTITUTO DE SAUDE DO ESTADO DO PARANA
76683986001690,ISEP HOSPITAL HIPOLITO E AMELIA ALVES DE ARAUJO
76683986001851,INSTITUTO DE SAUDE DO PARANA
76683986004443,INSTITUTO DE SAUDE DO PARANA
76683986005334,INSTITUTO DE SAUDE DO PARANA
76700244000149,FUNDACAO HOSPITALAR DE CAMBORIU
76718527000118,HOSPITAL MENINO DEUS EIRELI
76782143000164,POLICLINICA NOVA PRATA DO IGUACU LTDA
76783109000104,HOSPITAL GUARANIACU LTDA
76839588000133,CLINICA MEDICA H J EIRELI
76883370000267,SOCIEDADE BENEFICENTE LAR BELEM
76885847000162,SINDICATO DOS TRABALHADORES RURAIS DE ASSIS CHATEAUBRIAND
76898154000104,HOSPITAL MARIOPOLIS LABORATORIO DE ANALISES CLINICAS LTDA
76898378000116,SOCIEDADE HOSPITALAR DOS TRABALHADORES RURAIS DE VERE
76910900000138,FUNDO MUNICIPAL DE SAUDE
76911635000102,HOSPITAL E MATERNIDADE DE SENGES
76911999000192,HOSPITAL E MATERNIDADE SAO PAULO DE PALMAS LTDA
76953702000151,CLINICA DE OLHOS PARANAVAI LTDA
76970334000230,PREFEITURA MUNICIPAL DE PARANACITY
77024735000180,HOSPITAL E MATERNIDADE MAE DE DEUS LTDA
77028058000178,HOSPITAL SANTA CRUZ DO PINHAO LTDA
77105021000104,MIKAMI E MAEDA
77115541000190,TRICHES E TRICHES LTDA
77129039000138,HOSPITAL DOMINGOS CALIXTO E MATERNIDADE MARIA JORGE
77132975000106,HOSPITAL SAO JOAO DE SANTA CRUZ LTDA
77142867000106,JOSE CINCINATO AIRES CORREIA
77146603000120,HOSPITAL SANTA TEREZA DE GUARAPUAVA LTDA
77199610000190,E VIEIRA DA SILVA CIA LTDA EPP
77238947000160,IRMANDADE DA STA CASA DE S VICENTE DE PAULO DE TERRA B
77250678000157,SOCIEDADE BENEFICENTE DE SANTA AMELIA
77251544000150,FUNDACAO VALE DO PARANAPANEMA
77265361000194,MARIMED SERVICOS MEDICOS S A
77288835000113,HOSPITAL E MATERNIDADE SANTA CATARINA LTDA
77292860000170,HOSPITAL SANTIN LTDA EPP
77302818000193,HOSPITAL SAO LUCAS DE ASSIS CHATEAUBRIAND LTDA
77304582000124,ASSOCIACAO DE PROMOCAO A SAUDE MATERNIDADE E INFANCIA DE CA
77318715000111,ASSOCIACAO DE PROTECAO A MATERNIDADE INFANCIA E FAMILIA DE
77332682000164,HOSPITAL SAO CAMILO LTDA
77403145000168,POLICLINICA DOIS VIZINHOS LTDA
77418341000106,SOCIEDADE HOSPITAL E MATERNIDADE NOSSA SENHORA DO CARAVAGGIO
77444131000192,FUNDACAO MEDICA ASSISTENCIAL DO MUNICIPIO DE INDIANOPOLIS
77509479000110,FUNDACAO MEDICA E HOSPITALAR DO TRAB RURAL DE QUITANDINHA
77543296000111,CLAUDIO GOLEMBA
77545887000128,HOSPITAL SANTA MARIA DE GOIOERE LTDA
77617785000170,CASA DE SAUDE SANTO AGOSTINHO LTDA AMPERE
77645513000184,POLICLINICA SAO MARCOS CM LTDA
77647865000179,CEMIL CENTRO MEDICO MATERNO INFANTIL LTDA
77679785000103,HOSPITAL E MATERNIDADE SAO LUIZ LTDA
77766566000153,WILSON JOSE SILVA NUNES E CIA LTDA
77781706000243,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO
77799823000153,HOSPITAL DAS NACOES LTDA
77810505000146,POLICLINICA SAO VICENTE DE PAULA LTDA
77812261000130,NELSON ROSALINO SANDINI
77812519000107,SOCIEDADE HOSPITALAR BELTRONENSE LTDA
77813335000153,HOSPITAL E MATERNIDADE IMACULADA CONCEICAO LTDA REALEZA
77893469000121,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO
77992709000145,HOSPITAL DAS CLINICAS DE UBIRATA
78038114000118,SOCIEDADE HOSPITALAR BENEFICENTE DE ANDIRA
78040417000175,SANTA CASA DE MISERICORDIA DE GUARATUBA
78062734000192,HOSPITAL E MATERNIDADE JAIME CANET
78077906000100,ASSOCIACAO DA SANTA CASA DE IBIPORA
78143153000185,IRMANDADE DO HOSPITAL DE CARIDADE DE IRATI
78149051000177,MACHIMA CIA LTDA
78151438000168,DAPAWAL SERVICOS MEDICOS LTDA
78184884000179,HOSPITAL MATERNIDADE SAO LOURENCO LTDA
78189537000139,INSTITUTO DE ONCOLOGIA E HEMATOLOGIA MARINGA LTDA
78191574000181,FUNDACAO MEDICA ASSISTENCIAL TRABALHADOR RURAL RONDON
78195971000121,ALBERGUE NOTURNO NOSSO LAR
78199312000163,FUNDACAO HOSPITALAR DO TRAB RURAL DE SAO JORGE IVAI
78209558000179,MISERICORDIA DE JACAREZINHO
78250677000175,HOSPITAL E MATERNIDADE NOSSA SENHORA DE COPACABANA
78276409000122,SANTA CASA DE MISERICORDIA NOSSA SENHORA DO ROSARIO
78297090000111,ASSOCIACAO BENEFICIENTE CASA DE MISERICORDIA DE CAMBARA
78327939000152,HOSPITAL NOSSA SENHORA DE FATIMA
78347077000120,HOSPITAL MADRE TEREZA DE CALCUTA
78350188000276,FUNDACAO DA UFPR P DESENV CIENC TECNOLOGIA E CULTURA
78350188000780,FUNPAR FUND UFPR PARA DESENV CIENCIA TECNOLOGIA E CULTUR
78358041000141,JERONYMO MARTINEZ
78372539000169,ABIMED SERVICOS MEDICOS LTDA ME
78419264000171,CASA DE SAUDE E MATERNIDADE DE QUINTA DO SOL
78478328000105,FUNDACAO MEDICA ASS I DO TRABALHADOR RURAL SAO JOSE CERRITO
78478559000119,ASSOCIACAO BENEFICENTE HOSPITALAR SAO CAMILO PERITIBA
78478559000208,ASSOCIACAO BENEFICENTE HOSPITALAR PERETIBA
78480456000193,SOCIEDADEHOSPITALAR BENEFICENTE SANTA MARTA
78503711000176,HOSPITAL MUNICIPAL DE DIONISIO CERQUEIRA
78514940000196,HOSPITAL SAO LUCAS SC LTDA
78517075000131,HOSPITAL BOM JESUS DE CAMPO NOVO LTDA
78613841000161,ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA
78614971000119,IRMANDADE DA SANTA CASA DE LONDRINA
78614971000461,IRMANDADE DA SANTA CASA DE LONDRINA
78614971000461,IRMANDADE DA SANTA CASA DE LONDRINA
78633088000176,INSTITUTO DE CANCER DE LONDRINA
78640489000315,UNIVERSIDADE ESTADUAL DE LONDRINA
78680337000770,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA
78734282000148,POLICLINICA CHOPINZINHO LTDA EPP
78774221000104,HOSPITAL MUNICIPAL DE CERRO AZUL
78804572000110,AM CALIXTO CIA LTDA
78897519000101,HOSPITAL DE CARIDADE SAO PEDRO
78931391000740,UNIMED COSTA OESTE COOPERATIVA DE TRABALHO MEDICO
78956646000134,CASA DE SAUDE E MATERNIDADE NSRA APARECIDA LTDA
79061677000190,NESTOR DO VAL E CIA LTDA
79066593000149,E SALVADOR E SPIGOLON LTDA
79068870000152,HOSPITAL SAO PEDRO LTDA
79114500000104,HOSPITAL E MATERNIDADE MARINGA SA
79115762000193,IRMANDADE SANTA CASA DE MISERICORDIA DE MARINGA
79119269000141,HOSPITAL MEMORIAL UNINGA LTDA EPP
79119269000222,HOSPITAL MEMORIAL UNINGA LTDA EPP
79129110000108,SANATORIO MARINGA
79260154000172,PREFEITURA MUNICIPAL DE SAPOPEMA
79337135000105,HOSPITAL E MATERNIDADE MUNICIPAL DR ALCIDIO BORTOLIN
79354346000148,HOSPITAL NOROESTE LTDA
79376760000158,HOSPITAL MUNICIPAL DE MAJOR VIEIRA
79447876000130,HITLER DOS SANTOS E CIA LTDA
79476578000179,HOSPITAL E MATERNIDADE SAO JOSE DE JANDAIA LTDA
79539383000120,HOSPITAL SANTA PELIZZARI
79572665000120,HOSPITAL DE CARIDADE DE PALMEIRA
79604534000187,CLINICA MEDICA CAMPINA DA LAGOA LTDA
79691267000122,DORIVAL RICCI CIA LTDA
79724423000104,SANTA CASA DE PARANAVAI
79845616000113,ISSAL INSTITUTO DE SAUDE SAO LUCAS
79852778000189,POLICLINICA PATO BRANCO SA
79853941000128,HOSPITAL SAO ROQUE
79864393000131,HOSPITAL E MATERNIDADE SAO JOAO LTDA
79864534000116,HOSPITAL DR JULIO ZAVALA BARRIENTOS
79865846000144,SINDICATO DOS TRABALHADORES RURAIS DE ITAPEJARA D OESTE
80088263000133,HOSPITAL SANTA LUZIA DE DEOLINDO JOSE BAGGIO
80104284000103,HOSPITAL SAO JORGE LTDA EPP
80137375000137,CLINICA MEDICO CIRURGICA DE PIRAQUARA
80138431000158,HOSPITAL DE NEUROPSIQUIATRIA DO PARANA LTDA
80138621000175,HOSPITAL E MATERNIDADE PINHAIS LTDA
80147804000157,IRMANDADE SAO VICENTE DE PAULO
80205685000141,ASSOCIACAO DE PESQUISA E TRATAMENTO ALCOOLISMO
80234826000405,ASSOCIACAO MISSIONARIA DE BENEFICENCIA
80234826001126,ASSOCIACAO MISSIONARIA DE BENEFICENCIA DAS IRMAS SERVAS DO E
80238926000159,SANTA CASA DE MISERICORDIA DE PONTA GROSSA
80241078000137,ASS DE PROTECAO A MATERNIDADE E INFANCIA P GROSSA
80251838000197,SEBPG HOSPITAL EVANGELICO DE PONTA GROSSA
80251838000278,SEBPG HOSPITAL EVANGELICO DE PONTA GROSSA
80352925000130,HOSPITAL SUGISAWA LTDA
80523061000172,HOSPITAL E MATERNIDADE BOA ESPERANCA LTDA
80534480000100,HOSPITAL E MATERNIDADE AZEVEDO LTDA
80612294000141,HOSPITAL SANTA CASA DE MISERICORDIA DE CAMPO MOURAO
80617319000108,FUNDO MUNICIPAL DE SAUDE DE IBAITI
80618929000118,FUNDACAO MUNICIPAL DE SAUDE E ASSISTENCIA HOSPITALAR
80636475000108,PREFEITURA MUNICIPAL DE CHAPECO
80637838006080,ASSOCIACAO IMACULADA V MARIA
80640782000162,HOSPITAL MUNICIPAL FREI ROGERIO
80643117000122,HOSPITAL MUNICIPAL ANCHIETENSE
80665128000103,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO
80672561000176,HOSPITAL DE CARIDADE DONA DARCY VARGAS
80724586000176,SANTA CASA DE MISERICORDIA DE RIBEIRAO CLARO
80759111000115,HOSPITAL DE CARIDADE SAO FRANCISCO DE ASSIS
80764889000112,OFTALMOCLINICA CURITIBA LTDA
80788821000173,HOSPITAL MUNICIPAL ALVADI MONTICELLI
80860273000145,SOCIEDADE HOSPITAL BOM JESUS
80899834000110,HOFTALMAR HOSPITAL DE OLHOS LTDA
80906639000170,ASSOCIACAO BENEFICENTE SAO RAFAEL
80910383000174,CASA DE SAUDE ROLANDIA LTDA SC
80926751000172,CONSELHO COMUNITARIO HOSPITAL DR UBIRAJARA CONDESSA DE ITAMB
81040024000176,CASA DE SAUDE E MATERNIDADE UGO ROBERTO ACCORSI
81124190000150,A C GUIMARAES CIA LTDA
81161366000144,FUNDACAO HOSPITALAR DE IMBUIA
81161697000184,HOSPITAL NOSSA SENHORA DA SAUDE
81190449000242,FUNDACAO DE ESTUDOS DAS DOENCAS DO FIGADO KOUTOULAS RIBEI
81190449000404,FUNDACAO DE ESTUDOS DAS DOENCAS DO FIGADO KOUTOULAS RIBEI
81270209000177,HOSPITAL DE OLHOS CENTRO OFTALMOLOGICO DE CASCAVEL SC LTDA
81270548000153,UNIAO OESTE PARANAENSE DE ESTUDOS E COMBATE AO CANCER
81270548000234,UNIAO OESTE PARANAENSE DE ESTUDOS E COMBATE AO CANCER
81286254000110,FUNDACAO HOSPITALAR MUNICIPAL DE CANELINHA
81286668000149,HOSPITAL MUNICIPAL MONSENHOR JOSE LOCKS
81306136000126,NOVACLINICA HOSPITAL E MATERNIDADE LTDA
81308868000155,HOSPITAL E MATERNIDADE DE SAO JOSE DOS PINHAIS
81356321000125,HOSPITAL E MATERNIDADE DR PAULO FORTES
81471757000165,HOSPITAL OSVALDO CRUZ
81486748000148,HOSPITAL DR FEITOSA SA
81556748000177,HOSPITAL E MATERNIDADE FILADELFIA LTDA
81565715000193,HOSPITAL DR CAMPAGNOLO LTDA
81590051000112,BIELA E FREDERICO LTDA
81609091000169,HOSPITAL SAO VICENTE DE PAULO
81637373000170,FUNDACAO HOSPITALAR DE SAUDE MUNICIPAL
81644718000112,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA
81702300000114,C L MANOEL LTDA
81722621000180,IRMANDADE DA SANTA CASA DE MISERICORDIA DE URAI
81752347000192,SOCIEDADE HOSPITAL DE CARIDADE SAO SEBASTIAO
81818973000134,SANTA CASA DE MISERICORDIA DE SIQUEIRA CAMPOS
81834871000102,HOSPITAL OSVALDO CRUZ LTDA
81856262000154,HOSPITAL DO SINDICATO DOS TRABALHADORES RURAIS DE ALTONIA
81866238000287,INSTITUTO DE OLHOS DE FLORIANOPOLIS
82339284000100,HOSPITAL E MATERNIDADE QUATRO PONTES LTDA
82535832000177,FUNDACAO MED ASSISTENCIAL DO TRAB RURAL DE SAO BONIFACIO
82558487000197,HOSPITAL MUNICIPAL HENRIQUE LAGE
82602327000360,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHOS MEDICOS
82653163000138,ASSOCIACAO HOSPITALAR BENEFICENTE MISERICORDIA DE VILA ITOUP
82654088000120,FUNDACAO HOSPITALAR DE BLUMENAU
82733767000194,FUNDACAO MEDICO SOCIAL RURAL DE PONTE ALTA
82763798000430,COMUNIDADE EVANGELICA DE RIO DO SUL
82776550000161,HOSPITAL NOSSA SENHORA DA PAZ
82788548000102,ASSOCIACAO HOSPITAL NOSSA SENHORA DO PATROCINIO
82804592000169,FUNDACAO MEDICO ASSISTENCIAL DO TRABALHADOR RURAL
82808759000160,FUNDACAO MEDICO ASSISTENCIAL DO TRAB RURAL DE NOVA ERECHIM
82817172000117,FUNDACAO HOSPITALAR E ASSISTENCIAL DE CUNHA PORA
82827304000191,FUNDACAO HOSPITALAR SANTA JULIANA
82832361000169,ASSOCIACAO COMUNITARIA HOSPITAL SAO LUCAS
82951245000835,SECRETARIA DE ESTADO DA SAUDE
82951245000916,HOSPITAL INFANTIL JOANA DE GUSMAO
82951245001050,SECRETARIA DE ESTADO DA SAUDE
82951245001130,INSTITUTO DE CARDIOLOGIA
82951245001211,SECRETARIA DE ESTADO DA SAUDE
82951245001300,SECRETARIA DE ESTADO DA SAUDE
82951245001483,HOSPITAL COLONIA SANTANA
82951245001564,SECRETARIA ESTADUAL DA SAUDE
82951245001726,SECRETARIA DE ESTADO DA SAUDE
82951245001807,SECRETARIA DE ESTADO DA SAUDE
82951245001998,SECRETARIA DE ESTADO DA SAUDE
82951245002102,SECRETARIA DE ESTADO DA SAUDE
82951245002374,SECRETARIA DE ESTADO DA SAUDE
82951245002455,HOSPITAL REGIONAL HANS DIETER SCHMIDT
82951245002536,MATERNIDADE DARCY VARGAS
82951245002617,SECRETARIA DE ESTADO DA SAUDE
82965070000149,HOSPITAL NOSSA SENHORA DAS GRACAS
82986985000130,HOSPITAL ARQUIDIOCESANO CONSUL CARLOS RENAUX
82991860000107,ASSOCIACAO HOSPITAL E MATERNIDADE DOM JOAQUIM
82996703000348,UNIMED CRICIUMA COOP DE TRABALHO MEDICO DA REG CARBONIFERA
83006650000171,FUNDACAO HOSPITALAR ALEX KRIESER
83012617000154,SOCIEDADE BENEFICIENTE DOM DANIEL HOSTIN
83024968000185,HOSPITAL SANTO ANTONIO LTDA
83058149000159,HOSPITAL DE CARIDADE E MATERNIDADE JONAS RAMOS
83077396000100,HOSPITAL NOSSA SENHORA APARECIDA LTDA
83119347000185,HOSPITAL SANTA INES SA
83135186000113,AUREO SCHNEIDER
83145052000183,ASSOCIACAO HOSPITALAR E MATERNIDADE SAO SEBASTIAO
83145375000177,HOSPITAL MUNICIPAL BOM JESUS
83156455000128,FUNDACAO HOSPITALAR DR JOSE ATHANAZIO
83168377000181,VOTSFP E HOSPITAL DE CARIDADE
83181297000166,FUNDACAO MEDICO ASSISTENCIAL AO TRAB RUR DE VIDAL RAMOS
83192096000164,HOSPITAL SANTA CRUZ DE CANOINHAS
83226175000149,ASSOCIACAO HOSPITALAR MONDAI
83249714000165,FUNDACAO SOCIAL RURAL MEDICA SAO SEBASTIAO
83255901000151,ASSISTENCIA SOCIAL SAO SEBASTIAO
83269977000136,HOSPITAL SAO JOSE
83297739000134,ASSOCIACAO HOSPITALAR BENEFICENTE DE PINHALZINHO
83303339000194,SOCIEDADE HOSPITALAR BENEFICENTE DE MODELO
83307488000121,CLINICA E MATERNIDADE SAO LUCAS
83325381000106,HOSPITAL CAMILO SALGADO LTDA
83326942000191,COUTINHO COUTINHO LTDA
83358119000168,V S CURI SERVICOS MEDICOS LTDA
83365635000110,CELIA SEGUISHI CHAVES
83366526000117,CLINICA CIRURGICA SAMARITANO SC LTDA
83389551000116,FUNDACAO MEDICO SOCIAL RURAL DE SANTA CATARINA
83428508000112,ASSOCIACAO HOSPITALAR DE TUNAPOLIS
83467126000106,HOSPITAL SANTO ANTONIO
83506030000282,BENEFICENCIA CAMILIANA DO SUL
83506030000606,BENEFICENCIA CAMILIANA DO SUL
83506030000797,BENEFICENCIA CAMILIANA DO SUL
83506030000878,BENEFICENCIA CAMILIANA DO SUL
83506030000959,BENEFICENCIA CAMILIANA DO SUL
83506030001092,BENEFICENCIA CAMILIANA DO SUL
83506030001173,BENEFICENCIA CAMILIANA DO SUL
83506030001254,BENEFICENCIA CAMILIANA DO SUL
83506030001416,BENEFICENCIA CAMILIANA DO SUL
83506030001505,BENEFICENCIA CAMILIANA DO SUL
83506030001688,BENEFICENCIA CAMILIANA DO SUL
83506030001769,BENEFICENCIA CAMILIANA DO SUL
83506030001840,BENEFICENCIA CAMILIANA DO SUL
83513390000120,FUNDACAO MEDICO ASST TRAB RURAL DE CEL FREITAS
83520122000136,FUNDACAO MEDICA ASSISTENCIAL DOS TRABALHADORES RURAIS
83574616000101,ASSOCIACAO DE ASSISTENCIA HOSPITALAR OSVALDO CRUZ
83581496000161,HOSPITAL NATALIA ARRAES LTDA
83589408000178,CENTRO DESAUDE CLINICO MENINO JESUS
83627596000181,FUNDACAO HOSPITALAR DE TRES BARRA
83632828000190,SOCIEDADE HOSPITALAR COMUNITARIA ANNEGRET NEITZKE
83647552000113,HOSPITAL SAO JOAO BATISTA LTDA
83659607000105,CASA DE SAUDE RIO MAINA LTDA
83661074000287,INSTITUTO SAS
83684324000113,HOSPITAL MUNICIPAL SANTO ANTONIO
83708792000180,FUNDACAO MEDICO SOCIAL RURAL DE SAO MARTINHO
83743450000100,SOCIEDADE HOSPITALAR COMUNITARIA P CLEMENTE KAMPMANN
83771519000109,J E ALMEIDA ALVES SS LTDA
83782284000142,SOCHOSPCOMGOV IRINEU BORNHAUSEN
83783282000178,HOSPITAL E MATERNIDADE SANTA TEREZINHA
83791848000294,BANCO DE OLHOS DE JOINVILLE
83793877000104,FUNDACAO HOSPITALAR DE RIO DOS CEDROS
83810523000120,ASSOCIACAO HOSPITALAR DE GUABIRUBA
83828178000152,ASSOCIACAO HOSPITALAR DE VARGEAO
83830083000173,HOSPITAL BENEFICENTE SAO ROQUE
83835736000107,ASSOCIACAO BENEFICENTE HOSPITALAR GUARUJA
83852418000154,FUNDACAO SOCIAL HOSPITALAR DE ICARA
83856948000170,ASSOCIACAO HOSPITALAR BENEFICENTE SAO CRISTOVAO
83857003000173,HOSPITAL E MATERNIDADE BOM JESUS LTDA
83860676000182,HOSPITAL IZOLDE HUBNER DALMORA
83860684000129,HOSPITAL SANTA RITA DE CASSIA LTDA
83871525000120,FUNDACAO MEDICO SOCIAL RURAL SANTO ANTONIO
83883306001132,SOCIEDADE DIVINA PROVIDENCIA
83883306001213,SOCIEDADE DIVINA PROVIDENCIA
83883306001302,SOCIEDADE DIVINA PROVIDENCIA
83883306001566,SOCIEDADE DIVINA PROVIDENCIA HOSPITAL E MATERNIDADE SAO JOSE
83884999000106,IRMANDADE DO SR JESUS DOS PASSOS E IMPERIAL HOSP DE CARIDADE
83885210000131,ASSOCIACAO IRMAO JOAQUIM
83896688000167,HOSPITAL GERAL DE ABAETETUBA SC LTDA
84013416000134,HOSPITAL GERAL DE RORAIMA
84013440000173,HOSPITAL ESTADUAL JOSE GUEDES CATAO
84013457000120,UNIDADE MISTA SAO JOAO DA BALIZA
84013465000177,HOSPITAL PEDRO ALVARO RODRIGUES
84013473000113,UNIDADE MISTA RUTH QUITERIA
84013499000161,PREFEITURA MUNICIPAL DE PACARAIMA
84015726000198,HOSPITAL DE RORAINOPOLIS
84045830000125,HOSPITAL NOSSA SENHORA PERPETUO SOCORRO
84092709000154,HOSPITAL MUNICIPAL SANTO ANTONIO
84100189000184,HOSPITAL MATERNIDADE E LABORATORIO FLEMING LTDA
84154467000186,VITRIA OFTALMOLOGIA LTDA
84154608000160,HOSPITAL PORTO DIAS SC LTDA
84203132000100,HOSPITAL DE CARIDADE E MATERNIDADE SAO JOAO BATISTA
84231281000183,ASSOCIACAO BENEFICENTE HOSPITAL BEATRIZ RAMOS
84264217000107,FUNDACAO HOSPITALAR MUNICIPAL SANTO ANTONIO
84306737000127,SECRETARIA DE ESTADO DE SAUDE
84307974000293,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI
84375690000153,INSTITUTO DE ASSISTENCIA E EDUCACAO SAO JOAO
84399351000107,FUNDACAO MEDICA ASS AO TRABALHADOR RURAL DE ALFREDO WAGNER
84423516000139,HOSPITAL DE CARIDADE DE JAGUARUNA
84433945000278,COMUNIDADE EVANGELICA LUTERANA DE JARAGUA DO SUL
84515071000117,CENTRO DE FRATURA DO AMAZONAS
84591478000123,FUNDACAO MEDICA SOCIAL RURAL TREZE TILIAS
84591791000161,HOSPITAL BENEFICENTE SANTO ANTONIO
84592369000988,FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA
84694405000167,ASSOCIACAO BENEFICIENTE EVANGELICA DE JOINVILLE
84703248000109,HOSPITAL MUNICIPAL SAO JOSE
84712983000189,INSTITUICAO BETHESDA HOSPITAL BETHESDA
84715051000190,GATE SERVICOS MEDICO HOSPITALARES LTDA
84744994000221,SECRETARIA MUNICIPAL DE SAUDE
84745363000146,SECRETARIA MUNICIPAL DE SAUDE
84745363000227,FUNDO MUNICIPAL DE SAUDE
84789817000180,HOSPITAL DE OLHOS DE GUARAPUAVA LTDA
84792449000120,FUND DE ASSIST A SAUDE E PROM SOCIAL DE ORTIGUEIRA
84863349000228,CLINICA MEDICA FERNANDO SANTIN LTDA ME
84903988000199,HOSPITAL DE CARIDADE S B J DOS PASSOS
84942887000127,ASSOCIACAO NOSSA SENHORA DOS PRAZERES
84942887000208,SOCIEDADE MAE DA DIVINA PROVIDENCIA
84942887000399,SOCIEDADE MAE DA DIVINA PROVIDENCIA
84946805000112,HOSPITAL SAO JOSE
84947167000154,ASSOC BENEFICENTE SEARA DO BEM
85018802000181,POLICLINICA SAO CARLOS DE RONCADOR LTDA
85122083000144,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
85131993000193,ASS DE CARIDADE S VICENTE DE PAULO
85197077000156,SOCIEDADE BENEFICIENTE HOSPITALAR MARAVILHA
85217032000104,INSTITUTO HOSPITALAR BENEFICENTE NOSSA SENHORA DAS MERCES
85234904000134,ASSOCIACAO BENEFICENTE NOSSA SENHORA DA IMACULADA CONCEICAO
85283299000272,UNIMED CHAPECO COOPERATIVA DE TRABALHO MEDICO DA REGIAO OE
85285930000191,FUNDACAO HOSPITALAR SANTA OTILIA
85361053000190,HOSPITAL REGIONAL DE PALMITOS
85415339000101,MAXWELL HOSPITAL DIA DE LONDRINA SC LTDA
85448264000165,ASSOCIACAO BENEFICENTE PIRATUBA IPIRA
85461093000538,ASSOCIACAO HOSPITALAR E EDUCACIONAL DE POMERODE
85604395000194,HOSPITAL DE CARIDADE SAO BRAZ
85666774000109,HOSPITAL SAO ROQUE
85878700000136,FUNDACAO MEDICO SOCIAL RURAL DE RIO FORTUNA
85907251000107,FUNDACAO HOSPITALAR RIO NEGRINHO
85997872000129,HOSPITAL RENE EMILIO MARTINEZ MUJICA
86025897000123,ASSOCIACAO HOSPITALAR SAO FRANCISCO DE ASSIS
86108263000134,ASSOCIACAO HOSPITALAR PE JOAO BERTHIER
86108800000146,ASSOCIACAO HOSPITALAR BENEFICENTE DE SAUDADES
86159340000185,ASSOCIACAO BENEFICENTE BENTO CAVALHEIRO
86185220000667,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86185220000748,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86185220001043,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86185220005464,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86186509000196,INSTITUTO SAO JOSE LTDA
86204799000153,ASSOCIACAO BENEFICENTE HOSPITALAR DE CEDRO
86223864000198,FUNDACAO HOSPITALAR SAO LOURENCO
86245982000105,ASSOCIACAO BENEFICIENTE HOSPITAL SAO LUCAS
86246675000130,HOSPITAL E MATERNIDADE VITORIA T MISSEN LTDA
86251295000194,HOSPITAL E MATERNIDADE CRISTO REDENTOR LTDA
86263175000107,SAO PEDRO IMOVEIS LTDA EPP
86324860000104,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA DE TAIO SC
86324860000368,ASSOCIACAO DA REDEH DE BENEFICIENCIA CRISTA
86324860000449,ASSOCIACAO REDEH BENEFICENCIA CRISTA
86324860000520,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA DE TAIOSC
86324860000791,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA
86324860000953,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA
86324860001259,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA DE TAIOSC
86324860001330,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA
86325545000193,ASSOCIACAO CULTURAL E BENEFICENTE SAO JOSE
86353133000167,HOSPITAL SAO LUCAS LTDA
86377553000264,ORDEM AUXILIADORAS DA SENHORA EVANGELICA DE TIMBO
86377629000170,HOSPITAL SAO BENEDITO
86404597000155,HOSPITAL TROMBUDO CENTRAL
86437845000164,ASSOCIACAO BENEFICENTE SANTA TERESINHA
86513124000196,HSS HOSPITAL SAO SEBASTIAO
86517638000209,HOSPITAL SAO JOSE DE URUBICI
86531803000198,HOSPITAL NOSSA SENHORA DA CONCEICAO
86532751000174,HOSPITAL DE CARIDADE SAO ROQUE
86552809000303,INSTITUTO DE ENSINO E ASSISTENCIA SOCIAL
86552809000656,INSTITUTO DE ENSINO E ASSISTENCIA SOCIAL
